page_id,img_file_name,publish_date,column_type,page_type,special_name,column_id
57c1a6e12aca033e9deebbf28a369e33d84d5ad07119bf8af132055ed7eaf429,20060113_p2.png,2006-01-13,standard,p2,,4b799a723b5d213289f889164b6064214a68ab132709cd13280e4db10cc1f927
c5a34a8fa8d0139e706f033669a0d015350bc6d48acaba9f77ba5f6c1f94d382,20060210_p1.png,2006-02-10,standard,p1,,b6a69a38e78664ca00f6e5189c7d61096019c55d25691977e058c45a880ea833
b3f6f9c46df0d67227918f734b3925cc301b7f193d9424ec9636df22e9c5500e,20060224_p1.png,2006-02-24,standard,p1,,39fd1a91d7eb9ac7b79757ec4886d18c0a2dbadf61c897b7d2d3a36b2f557704
52a9096bee6cea08fd7f86c42c00e7daca794af10aae3555cab5130ed80d0d9c,20060324_p1.png,2006-03-24,standard,p1,,a66f65a11521c35ca76873145faba660cae0371d5d1e22c64096e33968396bd0
06736c0762481b1284b7494c322aae35b694b35b1a2a2319e845248edb72b683,20060324_p2.png,2006-03-24,standard,p2,,a66f65a11521c35ca76873145faba660cae0371d5d1e22c64096e33968396bd0
beaa4411af7f7412b0ec73684d392b987c829a88ca1f746657e6529ee8d22dc8,20060407_p1.png,2006-04-07,standard,p1,,35f79319bea43bc86ec5448271c683306e96f8fcba1c5bb56d4cfd59a9f2b276
ee0aa9961ba11fd03a520f7a0679db2de5ea54559b36b255ce2c264bf65b4132,20060407_p2.png,2006-04-07,standard,p2,,35f79319bea43bc86ec5448271c683306e96f8fcba1c5bb56d4cfd59a9f2b276
ad27400bf133738936a28aa40be7002fd82ce22b6d39cc8b24e7ba01f26a9353,20060421_p1.png,2006-04-21,standard,p1,,29fcd39567d25080fee1b673c4051fee0c7706bec5a6101008554d0aecb3c4fc
6dfc6646a3a0e66b272de940740b769087b28d24f6c81ac1ce655e0dfd955280,20060505_p1.png,2006-05-05,standard,p1,,81bddfd29ee9f4e79303b35800d3551325e2fa2368f8c37fc580fef409688c7b
347ed1f960327e0ff33cbd766dbefde94148f100d4c128a89c57bb0fc36807ec,20060519_p1.png,2006-05-19,standard,p1,,14e05c07ecc2cfe1a2201ee7c3297692a50143fb11d5bd93bcc41c0d2717e502
e61bdecf6504eb940891f3d6b9dec179d66f6a7706946d1e2937ca66d62a1384,20060602_p1.png,2006-06-02,standard,p1,,c511cec5a67bcd5c1c3aacce33632c42a77da0bca840d4b490bb7d72ee33eac5
b3db227f029d3c3765f6129b0f8d1264f165f4b80b8752be63aa068556d11a98,20060616_p1.png,2006-06-16,standard,p1,,4ca6184168c3a4888133fa65849444309cc8e260dd7787fccf57581812cd5722
db58ee87d669e60fc19e6255a46cc785bf3c3af983a22de1b9acb1999755abf2,20060630_p1.png,2006-06-30,standard,p1,,08aeb477d419dc479bce053817fb144ee0d6e04307f3c4eb401f7c678641d476
f774e718132ff077ca6776119ced57da77ea154f2760422f2da0e53bba16f11a,20060714_p1.png,2006-07-14,standard,p1,,6274b2405db4da4ff312feebbc0b5743f0502a5003c6c6f48239e410777a117b
9cfa1f4a0a416e07f58ab9adadcef3be7a52adba3426a87e72db435c8b44a022,20060728_p1.png,2006-07-28,standard,p1,,8d2ddf66dcbd6cc3978fdbec8a54d75a4400e824aa1e2c7b3a1b874808620401
0da795bdcf742d044fbca0d95cf5943cdca315e7e25d4371cd39490fff64b528,20060728_p2.png,2006-07-28,standard,p2,,8d2ddf66dcbd6cc3978fdbec8a54d75a4400e824aa1e2c7b3a1b874808620401
3ee66d67783323dc3cbea3433a6ac27cf4012156391d2e418721089d637398bb,20060811_p1.png,2006-08-11,standard,p1,,61507d200a3d9851f4687a66be675d23f95bbeb9ed0cdbcd20648a0729954ce1
2c8fdd78f757fece1abb85af4061f2a887ac584a45131c6a493869831903db97,20060811_p2.png,2006-08-11,standard,p2,,61507d200a3d9851f4687a66be675d23f95bbeb9ed0cdbcd20648a0729954ce1
825dc0bb8896f22fdcc3f0844abbcc1687d9f6bb78702692ebc5a6efc18b9e3a,20060825_p1.png,2006-08-25,standard,p1,,871b77b2dd7deeec1351e7acb081bcc40e13e872f56379c6a7474144fba3ff83
b012652f6f312e9792218999a38a093626fb3322502074160a6f0a98e7ab2d5d,20060908_cover.png,2006-09-08,cover,cover,,a26575c4a9d9a59b7228e82a353d6e2f11fec3b9e9e01686122703352975f362
88702a7278afe5b3195220f340c58e62fe967e02d1a0217fdf4c154a814a6e48,20060908_p1.png,2006-09-08,standard,p1,,9eebc009b0b6d380737c737b9ce7a399aa9c2fff6f2a8b17a7e0e4bdff9a5c1e
84756f1c54b3f85568e1cde05d9dc5895112a0098acf9245310f5b5163b2e4e8,20060908_p1_911.png,2006-09-08,special,p1,911,37e33a2e3b7ae28738abf7de3865ea3b6da0df82a3076a81e974d95a93b5e461
cd4c3a7bc3c6fead4621e4a0c2281092df9ab73ea394ef4a13cae3b73da2c57b,20060908_p2_911.png,2006-09-08,special,p2,911,37e33a2e3b7ae28738abf7de3865ea3b6da0df82a3076a81e974d95a93b5e461
9f9eb4bb285b08bf37a2b704abab0d9113ca3308a9273b6a3bf31f5f1e74714c,20060922_p1.png,2006-09-22,standard,p1,,aca32f59cdfadb5273eed8f82492bbbc704e2ba2f653427862c591bd3903f4d2
7e73cabb200abb3a2c91c30cb817ae2e75dca656c7f5818e0ffda3ecc6a31c3f,20061006_p1.png,2006-10-06,standard,p1,,bd5e485c9022a616d1942f3984d3b54448a934f6f23458a79c0366ca933b4191
e826abaf24889a3a6493a1b7580e9e082df949fce67acfa5b21e03a48a03a998,20061020_p1.png,2006-10-20,standard,p1,,ebb4616db306834e2bc536aa848e610d1e238f3cfbc2c27378d52e69e20ff565
19d3c9cc66d3d3d59a05da8d0e104b7720cad126ec5f4df768831f18695d74a1,20061103_p1.png,2006-11-03,standard,p1,,8b324cbf9c36fd60156492c820c30eaf04c487b8fdab1e4bec6cc063d4aa10ac
0b966543f5bb4f8ec3611ccae28b634d207aa84da1681dc936ddb8dbf9ea4be4,20061201_p1.png,2006-12-01,standard,p1,,7d436610de47ae86bd1d67e5a384d9e3a0d3253d18505183df6a00a046a08926
e068ccda8b20b2b7fe378b5562fed27dfeaedcc895aed4a1017f19edd5206ace,20061201_p2.png,2006-12-01,standard,p2,,7d436610de47ae86bd1d67e5a384d9e3a0d3253d18505183df6a00a046a08926
3849121b6f85214530663a58b0b6546a97617b84597bceaf03b2d5b3af10dc2b,20061215_p1.png,2006-12-15,standard,p1,,27a842ff83b30f4948073892d314410c9e5736e8d5794d38289a6d376ff83216
4aff558153459fb8675c308f712bd92089a96ae9b8c2c5c370f93246b5b03f95,20061229_p1.png,2006-12-29,standard,p1,,86016caf7e659fb38d59af8b9336ac3914d9fb06e3e1c286e4cf75c6dc4f5e0d
3dc70c2a8873678d4bbbaf72c7e5f92b8d1bb700bb0ce13ff2c2b9619c55e207,20061229_p2.png,2006-12-29,standard,p2,,86016caf7e659fb38d59af8b9336ac3914d9fb06e3e1c286e4cf75c6dc4f5e0d
23a9c7f57e9b08e2b74c51f863b154d3597a9ac99bf9ed49877f5b471e667599,20070126_p1.png,2007-01-26,standard,p1,,a5db728ddb37158b1f98877f7f642731ffd16d9d71f8de24fa4b73639ff78e86
c1ebb01ce22b6bf7e999770b089d52e1aa68e1457184c36ca568fa9b0735245d,20070223_p1.png,2007-02-23,standard,p1,,93b6927d2f77c3b521fee66d1dbf8a2f7382b76712a768c61b2e873415b8046d
236610935c44d416550299e262adbaf259fd59c4af434e983fb951e70216c565,20070309_p1.png,2007-03-09,standard,p1,,b0a60a02a7e35728e5e019c2e9377e95a85a23c3c85e50f57cef52f34f929336
9ca510d7d3a5b087fd1ad531a56949fb86115fab8d78ddaec53c52e79f09d978,20070323_p1.png,2007-03-23,standard,p1,,017c90e7791663076374412ef0318449512137959955a7a7fbabcd83364a95b2
312104e0d7f86a70e53e4901af2336784af2cb931f38b8926dc2abd8dd2585fe,20070406_p1.png,2007-04-06,standard,p1,,62ae18d7d89cda5b6ce525d9a6f1dce613176348ee508b121c8c4856253f64fc
0c1bb208f48f75f26cb57dad292e184744687b0072f6eab68e820d92e43e7733,20070420_p1.png,2007-04-20,standard,p1,,ab951f6fd69dcc48009fb9e760a128e518ae37b1aab29cbddf8e8bb4f43dbbda
8ebbe080414023dad1084c400ba01282f7eda91b99a079a390d064951a0c2da6,20070420_p2.png,2007-04-20,standard,p2,,ab951f6fd69dcc48009fb9e760a128e518ae37b1aab29cbddf8e8bb4f43dbbda
8715835cd70a92670de41f508e254e4d7093de23031f0a00dfcb06e16b026fc3,20070504_p1.png,2007-05-04,standard,p1,,c9cd5324eca65d41748d934f029c6d9e61019b292aa4c1f07966995b16a7c0a9
9e4124ba570e16038f5fad8a0f778ad01e46562ab71ed7d7a46313b08b93460a,20070518_p1.png,2007-05-18,standard,p1,,68a5f0fc1a36845147421433266e4ba69c3ae1fd0e4800bfe364cf2477f31feb
281cf49a55fe71e71a58b9bc0465fe02e75c3d4f3740d4761421221bb899322a,20070518_p2.png,2007-05-18,standard,p2,,68a5f0fc1a36845147421433266e4ba69c3ae1fd0e4800bfe364cf2477f31feb
7061f2b95f517e5bd1078923a0b7e670d39783770672415ad63c5fd691daf4c7,20070601_p1.png,2007-06-01,standard,p1,,9892648cd724238b897739d274e56468db707ae78e8137aeaf4c192da12f64d3
85556c11105359b946fba249a753bc900fe4606aa2a6457ee455cf61e313f070,20070601_p2.png,2007-06-01,standard,p2,,9892648cd724238b897739d274e56468db707ae78e8137aeaf4c192da12f64d3
f0469f643a2c8db56316197568df14ad6a823bfa885bdfd840c1c6706db3e892,20070615_p1.png,2007-06-15,standard,p1,,e2339af0866753fca1f67aeaed26eb25906d036c9bfbea935c403a6a6f9b44c2
602e5c85468e90e98366d2c669da4a5d8146806c3c6a99598e0cf8571b25ba29,20070629_p1.png,2007-06-29,standard,p1,,7c7a4218525401632086744e1757322d9141378f9ce43e9f1f8f54dc33aecf3d
acc6b9f2e69b82b0faf451b90e2bfa3d45b7761c0deda1db53d0b32239d67829,20070629_p2.png,2007-06-29,standard,p2,,7c7a4218525401632086744e1757322d9141378f9ce43e9f1f8f54dc33aecf3d
ce1723bd685bd6fae5bf9308ac5e73a6dea6a37ee410091a6dddbc475ba26974,20070713_p1.png,2007-07-13,standard,p1,,ee3b0ee603ac6cb642a4c3292af934e7625a71d2bf21fce1951d7a48e86e1302
b8681e746faa4b5cb6f77320c76bdb2dfb9e6b3820d5ed6b664b70e4fb10da59,20070727_p1.png,2007-07-27,standard,p1,,ebd547c28ee165b344c72a23f4e47faf978569439acb650edda8ce6517cad926
a572b600f5f4ec8435b2f00defd2754376adafc4c87f5fe82e25b359cb6a34ee,20070810_p1.png,2007-08-10,standard,p1,,9f903ddaaa73282f4780d6ce525d6f01897de9848951a95ebf226c185da2e270
ec04737b5be5ceccc6d911b8fd4a0ee87d80c2c5b51612c1fc743b879440bb57,20070824_p1.png,2007-08-24,standard,p1,,3e3f42c730ea0b168d8773c4cc0b11dbd218872cd883dbe3074eee570fe9ac33
3d6e69eb9734b781334d2d0c6e560c07d758ae4441d2e4e6a0373db24cf569b2,20070907_p1.png,2007-09-07,standard,p1,,39efae4dce6fc0168f1817ce2500fba049210cd3c922e603d528b8e4810e14a0
88b444b01e9a0a6de13c30e8a34f51d9e9b57fcfeaabf91efee5f50bba5918d7,20071005_p1.png,2007-10-05,standard,p1,,d599c7dccd0d583f1b3754cde1aa35b113444827cde1f3d36652c973b1186e3d
c818ff55e64aa4b515f49c9dcd86502d794b0f6132b87577822d7aacf3b1b01a,20071019_p1.png,2007-10-19,standard,p1,,6457306c1a403529c95066ce1e56a26bb5512f95909f2db78191bed5ca14c003
730db68886b65646c4028dfb6687cef76b5587445e0fe655dae9bba203cabc05,20071102_p1.png,2007-11-02,standard,p1,,2090154d2405a37a0236ef02b203a73b3f9c37317adad62a99269c0773a82ae3
24e4d79ff126094249b04768b66699a01eab6fe6a1c0e3b89df9a3a286bc1d37,20071116_p1.png,2007-11-16,standard,p1,,381ca545d98422e8f53dcf95dbd65ff0e5fede512fce1d97f314cfcd1483f2bb
84ce48d211fcc3271f8fec8e134917c5526942c17db8ecb4623dba4e78cb5b76,20071130_p1.png,2007-11-30,standard,p1,,1c2019aa3d0ba34392d16e9aba9ec693572b45dbd26379eb8559f77d9c95b665
e733a3d77a148da433a25783d64dd1111e5253331ba3df801d39f615e792e5ea,20071214_p1.png,2007-12-14,standard,p1,,a3879454cd47f3d15f1e5a047885b221d5c93c03100dc419a465dbabe58303a2
1b5ad24170cb6e8daf8b659440ede2db47c80b38101ef9cae37b388b9f1e0aca,20080104_p1.png,2008-01-04,standard,p1,,1b3f7a0a571229758a913599e2837eb1ae210d07ba906bd357d8d7deed43566d
5c13feab64faa4bd2f3289b1517aee48e4932bd338e92bffcd4022da5cb33328,20080118_p1.png,2008-01-18,standard,p1,,59a4f7eabaf43fd99014becd9d0e852781d282c5abf7301bf34534dfe9428c71
ae1706591e2a6e95cee33ae688198697fc84937ac4f5b04398e8011513dbbbf2,20080201_p1.png,2008-02-01,standard,p1,,2d6624075b7392a2f8e4d9c44de876620bfbf1c7e628373be1b5c1d4fefdad15
3af9522268b312a7b0fe955b2a0de6e5ad33368123f1d3a5decfe9052bbf6973,20080215_p1.png,2008-02-15,standard,p1,,3275291d780b36c979e83f7aa57ef27c2b95488a606b1ad5cbba92a7818d92e9
0328334b0ff2dad596da01348f28f825530deae56497da7105a4dfd807abd897,20080229_p1.png,2008-02-29,standard,p1,,7b64538e1881d18a281282e4a4e5cc0d485ffc715e5d4845308765addfc231d1
db3f2b2736ca70db64622808a13eebf47c68f803f810a05da05c0018fc69a9d5,20080314_p1.png,2008-03-14,standard,p1,,17940832341f4dada8f93978128c6858f0458aab42a8add704a025392c3a9b03
0833b6ce4ddc33c7d35267ebf1a18cb1b7149ae0fd8294b1a055d4c5ba622947,20080328_p1.png,2008-03-28,standard,p1,,68d7c708e2c4c6429102441f026678e0e8fa10e253263a411c50edc554779af8
2a01b480598d30c1e027eb5208bf769e2a9b46aa377d695b14620e333edbb819,20080404_p1_obit.png,2008-04-04,special,p1,obit,b9b8c5ec101e8515f94933b85d700bfdbf30c587013838751b97b9be6089fe77
